E00ZP000000000         A07ECF-IF ZPM                 ZPM/2EFC LOGGER     00000001000000000000000000000000000000000000000000nomedosoftwarehouse                     nomedoaplicativo                        1.1.1     linha1aplicativo                          linha2aplicativo                          
E01ZP000000000         AECF-IF ZPM                 ZPM/2EFC LOGGER     01.00.01  2007071214514902300000000000000TDM000001000112200711192007111901.01.01AC1704 01.00.00
E02ZP000000000         AZPM/2EFC LOGGER     00000000000000888888888888  CONTRIBUINTE EXEMPLO S/A                AV CAMILO PESTANA 000, SÃO PAULO, SP, CEP 00000-000                                                                     2007073116285000000100000000002142866407
E12ZP000000000         AZPM/2EFC LOGGER     07000112046397000001200711192007111921510800000000155375S
E14ZP000000000         AZPM/2EFC LOGGER     0703737804636620071119000000000000010000000000000V0000000000000V00000000000001N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703737904636720071119000000000012200000000000000V0000000000000V00000000001220N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738004636820071119000000000002000000000000000V0000000000000V00000000000200N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738104636920071119000000000001700000000000000V0000000000000V00000000000170N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738204637020071119000000000003400000000000000V0000000000000V00000000000340N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738304637120071119000000000005300000000000000V0000000000000V00000000000530N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738404637320071119000000000005600000000000000V0000000000000V00000000000560N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738504637420071119000000000002700000000000000V0000000000000V00000000000270N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738604637620071119000000000003600000000000000V0000000000000V00000000000360N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738704637720071119000000000003700000000000000V0000000000000V00000000000370N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738804637820071119000000000022600000000000000V0000000000000V00000000002260N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703738904638020071119000000000006600000000000000V0000000000000V00000000000660N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703739004638120071119000000000001600000000000000V0000000000000V00000000000160N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703739104638220071119000000000009210000000000000V0000000000000V00000000000921N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703739204638320071119000000000009000000000000000V0000000000000V00000000000900N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703739304638420071119000000000006700000000000000V0000000000000V00000000000670N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703739404638520071119000000000002600000000000000V0000000000000V00000000000260N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703739504638620071119000000000005600000000000000V0000000000000V00000000000560N0000000000000                                         00000000000000
E14ZP000000000         AZPM/2EFC LOGGER     0703739604638720071119000000000008000000000000000V0000000000000V00000000000800N0000000000000                                         00000000000000
E15ZP000000000         AZPM/2EFC LOGGER     070461050371860017110701570    PRODUTO 1 DO CUPOM 046105                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461050371860027111400148    PRODUTO 2 DO CUPOM 046105                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461060371870017111500281    PRODUTO 1 DO CUPOM 046106                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461060371870027110701570    PRODUTO 2 DO CUPOM 046106                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461070371880017110701570    PRODUTO 1 DO CUPOM 046107                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461070371880027111400237    PRODUTO 2 DO CUPOM 046107                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461080371890017111400237    PRODUTO 1 DO CUPOM 046108                                                                           0002000UN 00000170000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461090371900017111400237    PRODUTO 1 DO CUPOM 046109                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461090371900027110708000    PRODUTO 2 DO CUPOM 046109                                                                           0001000UN 00000140000000000000000000000000000140T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461100371910017111400148    PRODUTO 1 DO CUPOM 046110                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461100371910027111400237    PRODUTO 2 DO CUPOM 046110                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461110371920017110706332    PRODUTO 1 DO CUPOM 046111                                                                           0001000UN 00000120000000000000000000000000000120T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461110371920027110701502    PRODUTO 2 DO CUPOM 046111                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461120371930017110708000    PRODUTO 1 DO CUPOM 046112                                                                           0002000UN 00000140000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070461120371930027111400158    PRODUTO 2 DO CUPOM 046112                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
